s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol
 1.005E+03, 7.313E+02, 5.667E+02, 8.114E+02, 6.020E+02, 6.677E+02, 7.395E+02, 5.747E+02, 8.124E+02, 6.055E+02, 6.735E+02, 1.183E+02, 4.052E+01, 2.435E+01, 8.770E+01, 3.323E+01, 2.269E+01, 7.391E+02, 5.685E+02, 8.080E+02, 6.025E+02, 6.714E+02, 7.535E+02, 7.488E+02, 8.403E+02, 8.218E+02, 7.915E+02, 5.972E+02, 5.933E+02, 6.206E+02, 6.204E+02, 7.247E+02, 6.287E+02, 5.661E+02, 8.325E+02, 8.259E+02, 6.177E+02, 6.141E+02, 9.255E+02, 8.968E+02, 7.357E+02, 6.889E+02, 5.248E+02, 2.763E+02, 2.073E+02, 2.162E+02, 3.722E-02, 7.001E-02, 7.168E-02, 2.070E-01
 1.020E+03, 7.328E+02, 5.690E+02, 8.120E+02, 6.064E+02, 6.709E+02, 7.424E+02, 5.792E+02, 8.273E+02, 6.166E+02, 6.869E+02, 1.210E+02, 4.139E+01, 2.460E+01, 8.984E+01, 3.385E+01, 2.285E+01, 7.369E+02, 5.711E+02, 8.214E+02, 6.076E+02, 6.748E+02, 7.453E+02, 7.364E+02, 8.543E+02, 8.307E+02, 7.903E+02, 5.992E+02, 5.937E+02, 6.269E+02, 6.238E+02, 7.262E+02, 6.261E+02, 5.687E+02, 8.441E+02, 8.333E+02, 6.290E+02, 6.237E+02, 9.692E+02, 9.575E+02, 7.409E+02, 6.675E+02, 5.277E+02, 2.933E+02, 2.143E+02, 2.253E+02, 4.956E-02, 7.170E-02, 6.852E-02, 2.069E-01
 1.035E+03, 7.376E+02, 5.778E+02, 8.226E+02, 6.177E+02, 6.806E+02, 7.485E+02, 5.948E+02, 8.420E+02, 6.324E+02, 7.015E+02, 1.236E+02, 4.228E+01, 2.485E+01, 9.198E+01, 3.449E+01, 2.302E+01, 7.536E+02, 5.794E+02, 8.489E+02, 6.203E+02, 6.978E+02, 7.698E+02, 7.502E+02, 8.948E+02, 8.338E+02, 8.026E+02, 6.074E+02, 6.020E+02, 6.413E+02, 6.346E+02, 7.309E+02, 6.362E+02, 5.774E+02, 8.866E+02, 8.500E+02, 6.490E+02, 6.394E+02, 9.927E+02, 9.594E+02, 7.594E+02, 6.541E+02, 5.078E+02, 3.096E+02, 2.222E+02, 2.336E+02, 3.525E-02, 6.004E-02, 8.228E-02, 2.066E-01
 1.050E+03, 7.422E+02, 5.843E+02, 8.290E+02, 6.250E+02, 6.929E+02, 7.524E+02, 5.968E+02, 8.403E+02, 6.320E+02, 7.148E+02, 1.262E+02, 4.319E+01, 2.512E+01, 9.414E+01, 3.515E+01, 2.320E+01, 7.530E+02, 5.855E+02, 8.643E+02, 6.302E+02, 7.052E+02, 7.503E+02, 7.512E+02, 8.916E+02, 8.473E+02, 8.013E+02, 6.139E+02, 6.077E+02, 6.511E+02, 6.418E+02, 7.394E+02, 6.415E+02, 5.833E+02, 8.737E+02, 8.493E+02, 6.515E+02, 6.406E+02, 9.314E+02, 9.167E+02, 7.394E+02, 6.331E+02, 5.418E+02, 3.050E+02, 2.268E+02, 2.395E+02, 6.526E-02, 8.335E-02, 8.635E-02, 2.059E-01
 1.065E+03, 7.414E+02, 5.885E+02, 8.327E+02, 6.317E+02, 7.028E+02, 7.519E+02, 5.991E+02, 8.400E+02, 6.391E+02, 7.184E+02, 1.289E+02, 4.411E+01, 2.539E+01, 9.630E+01, 3.581E+01, 2.339E+01, 7.529E+02, 5.907E+02, 8.768E+02, 6.379E+02, 7.085E+02, 7.619E+02, 7.467E+02, 8.974E+02, 8.501E+02, 8.069E+02, 6.191E+02, 6.118E+02, 6.582E+02, 6.478E+02, 7.422E+02, 6.446E+02, 5.874E+02, 8.925E+02, 8.437E+02, 6.568E+02, 6.470E+02, 9.552E+02, 9.301E+02, 7.514E+02, 6.989E+02, 5.822E+02, 3.233E+02, 2.315E+02, 2.462E+02, 3.513E-02, 5.695E-02, 9.534E-02, 2.064E-01
 1.080E+03, 7.520E+02, 5.898E+02, 8.391E+02, 6.334E+02, 7.057E+02, 7.678E+02, 5.958E+02, 8.590E+02, 6.378E+02, 7.185E+02, 1.315E+02, 4.504E+01, 2.568E+01, 9.848E+01, 3.650E+01, 2.358E+01, 7.491E+02, 5.945E+02, 8.591E+02, 6.378E+02, 7.038E+02, 7.550E+02, 7.593E+02, 8.629E+02, 8.620E+02, 7.912E+02, 6.213E+02, 6.139E+02, 6.558E+02, 6.490E+02, 7.493E+02, 6.579E+02, 5.890E+02, 8.633E+02, 8.614E+02, 6.493E+02, 6.479E+02, 9.729E+02, 9.385E+02, 7.686E+02, 6.780E+02, 5.626E+02, 3.138E+02, 2.304E+02, 2.430E+02, 4.019E-02, 6.835E-02, 1.030E-01, 2.070E-01
 1.095E+03, 7.511E+02, 5.884E+02, 8.452E+02, 6.339E+02, 7.027E+02, 7.574E+02, 5.940E+02, 8.517E+02, 6.351E+02, 7.059E+02, 1.341E+02, 4.599E+01, 2.597E+01, 1.007E+02, 3.719E+01, 2.378E+01, 7.453E+02, 5.942E+02, 8.451E+02, 6.352E+02, 7.009E+02, 7.549E+02, 7.510E+02, 8.528E+02, 8.680E+02, 7.902E+02, 6.207E+02, 6.145E+02, 6.519E+02, 6.495E+02, 7.486E+02, 6.594E+02, 5.879E+02, 8.425E+02, 8.686E+02, 6.455E+02, 6.450E+02, 9.833E+02, 9.786E+02, 7.877E+02, 6.532E+02, 5.209E+02, 3.069E+02, 2.275E+02, 2.387E+02, 7.694E-03, 2.227E-02, 5.885E-02, 2.066E-01
 1.110E+03, 7.484E+02, 5.883E+02, 8.367E+02, 6.327E+02, 6.963E+02, 7.538E+02, 5.956E+02, 8.427E+02, 6.346E+02, 7.075E+02, 1.368E+02, 4.696E+01, 2.626E+01, 1.029E+02, 3.791E+01, 2.398E+01, 7.475E+02, 5.941E+02, 8.426E+02, 6.340E+02, 6.952E+02, 7.616E+02, 7.630E+02, 8.753E+02, 8.414E+02, 7.980E+02, 6.198E+02, 6.137E+02, 6.507E+02, 6.480E+02, 7.432E+02, 6.572E+02, 5.870E+02, 8.673E+02, 8.503E+02, 6.495E+02, 6.440E+02, 9.668E+02, 9.693E+02, 7.976E+02, 6.705E+02, 5.295E+02, 3.184E+02, 2.273E+02, 2.376E+02, 4.152E-02, 5.460E-02, 5.767E-02, 2.058E-01
 1.125E+03, 7.504E+02, 5.902E+02, 8.387E+02, 6.359E+02, 7.012E+02, 7.630E+02, 6.001E+02, 8.553E+02, 6.421E+02, 7.172E+02, 1.394E+02, 4.794E+01, 2.657E+01, 1.051E+02, 3.863E+01, 2.419E+01, 7.552E+02, 5.958E+02, 8.435E+02, 6.381E+02, 6.975E+02, 7.658E+02, 7.508E+02, 8.661E+02, 8.535E+02, 8.017E+02, 6.218E+02, 6.169E+02, 6.552E+02, 6.520E+02, 7.467E+02, 6.563E+02, 5.893E+02, 8.697E+02, 8.666E+02, 6.566E+02, 6.535E+02, 9.996E+02, 1.011E+03, 7.722E+02, 6.779E+02, 5.392E+02, 3.278E+02, 2.334E+02, 2.428E+02, 2.628E-02, 4.643E-02, 7.850E-02, 2.061E-01
 1.140E+03, 7.545E+02, 5.940E+02, 8.667E+02, 6.403E+02, 7.109E+02, 7.648E+02, 6.060E+02, 8.895E+02, 6.501E+02, 7.360E+02, 1.420E+02, 4.893E+01, 2.689E+01, 1.073E+02, 3.937E+01, 2.441E+01, 7.556E+02, 5.980E+02, 8.446E+02, 6.414E+02, 7.011E+02, 7.524E+02, 7.670E+02, 8.628E+02, 8.972E+02, 8.093E+02, 6.234E+02, 6.218E+02, 6.582E+02, 6.582E+02, 7.436E+02, 6.551E+02, 5.941E+02, 8.570E+02, 8.872E+02, 6.595E+02, 6.614E+02, 9.742E+02, 9.839E+02, 7.973E+02, 6.665E+02, 5.496E+02, 3.285E+02, 2.352E+02, 2.467E+02, 1.599E-02, 4.216E-02, 4.741E-02, 2.065E-01
 1.155E+03, 7.665E+02, 5.983E+02, 8.945E+02, 6.471E+02, 7.221E+02, 7.874E+02, 6.121E+02, 9.180E+02, 6.537E+02, 7.485E+02, 1.446E+02, 4.994E+01, 2.721E+01, 1.095E+02, 4.012E+01, 2.463E+01, 7.471E+02, 6.006E+02, 8.405E+02, 6.438E+02, 7.024E+02, 7.502E+02, 7.893E+02, 8.361E+02, 9.157E+02, 8.176E+02, 6.242E+02, 6.272E+02, 6.600E+02, 6.671E+02, 7.358E+02, 6.570E+02, 5.994E+02, 8.443E+02, 9.123E+02, 6.573E+02, 6.678E+02, 9.538E+02, 9.521E+02, 8.207E+02, 7.010E+02, 5.984E+02, 3.306E+02, 2.377E+02, 2.474E+02, 1.156E-02, 1.041E-02, 6.070E-02, 2.061E-01
 1.170E+03, 7.687E+02, 6.037E+02, 9.025E+02, 6.469E+02, 7.217E+02, 7.746E+02, 6.167E+02, 9.053E+02, 6.515E+02, 7.364E+02, 1.473E+02, 5.095E+01, 2.754E+01, 1.117E+02, 4.088E+01, 2.487E+01, 7.490E+02, 6.033E+02, 8.307E+02, 6.431E+02, 7.027E+02, 7.575E+02, 7.956E+02, 8.335E+02, 9.149E+02, 8.133E+02, 6.270E+02, 6.340E+02, 6.570E+02, 6.692E+02, 7.481E+02, 6.712E+02, 6.054E+02, 8.349E+02, 9.103E+02, 6.563E+02, 6.686E+02, 9.472E+02, 9.763E+02, 8.137E+02, 7.091E+02, 5.777E+02, 3.139E+02, 2.336E+02, 2.457E+02, 1.786E-02, 1.098E-02, 4.478E-02, 2.056E-01
 1.185E+03, 7.740E+02, 6.092E+02, 8.967E+02, 6.539E+02, 7.281E+02, 7.920E+02, 6.250E+02, 8.994E+02, 6.683E+02, 7.480E+02, 1.499E+02, 5.199E+01, 2.788E+01, 1.139E+02, 4.166E+01, 2.510E+01, 7.508E+02, 6.087E+02, 8.441E+02, 6.496E+02, 7.127E+02, 7.697E+02, 7.993E+02, 8.830E+02, 9.151E+02, 8.297E+02, 6.340E+02, 6.384E+02, 6.651E+02, 6.761E+02, 7.488E+02, 6.737E+02, 6.117E+02, 8.775E+02, 9.122E+02, 6.717E+02, 6.784E+02, 9.848E+02, 9.960E+02, 8.385E+02, 7.466E+02, 6.532E+02, 3.483E+02, 2.454E+02, 2.545E+02, 1.895E-02, 3.079E-02, 3.174E-02, 2.064E-01
 1.200E+03, 7.854E+02, 6.187E+02, 9.060E+02, 6.683E+02, 7.357E+02, 7.944E+02, 6.363E+02, 9.206E+02, 6.852E+02, 7.600E+02, 1.525E+02, 5.303E+01, 2.823E+01, 1.161E+02, 4.245E+01, 2.535E+01, 7.561E+02, 6.165E+02, 8.547E+02, 6.629E+02, 7.246E+02, 7.671E+02, 7.944E+02, 8.771E+02, 9.315E+02, 8.253E+02, 6.422E+02, 6.466E+02, 6.776E+02, 6.890E+02, 7.580E+02, 6.842E+02, 6.202E+02, 8.878E+02, 9.311E+02, 6.860E+02, 6.947E+02, 1.007E+03, 1.022E+03, 8.240E+02, 7.127E+02, 6.757E+02, 3.716E+02, 2.571E+02, 2.672E+02, 9.444E-03, 4.089E-02, 8.066E-02, 2.042E-01
 1.215E+03, 7.871E+02, 6.250E+02, 9.015E+02, 6.746E+02, 7.410E+02, 7.943E+02, 6.376E+02, 9.036E+02, 6.795E+02, 7.571E+02, 1.551E+02, 5.409E+01, 2.859E+01, 1.184E+02, 4.325E+01, 2.560E+01, 7.583E+02, 6.217E+02, 8.673E+02, 6.703E+02, 7.375E+02, 7.636E+02, 7.933E+02, 8.826E+02, 9.019E+02, 8.251E+02, 6.472E+02, 6.529E+02, 6.857E+02, 6.941E+02, 7.559E+02, 6.881E+02, 6.262E+02, 8.908E+02, 9.055E+02, 6.885E+02, 6.928E+02, 1.007E+03, 1.005E+03, 8.362E+02, 7.022E+02, 6.057E+02, 3.448E+02, 2.583E+02, 2.679E+02, 8.618E-03, 3.747E-02, 8.304E-02, 2.065E-01
 1.230E+03, 7.789E+02, 6.256E+02, 8.942E+02, 6.744E+02, 7.356E+02, 7.789E+02, 6.340E+02, 8.934E+02, 6.806E+02, 7.420E+02, 1.577E+02, 5.515E+01, 2.895E+01, 1.206E+02, 4.407E+01, 2.586E+01, 7.626E+02, 6.229E+02, 8.728E+02, 6.722E+02, 7.339E+02, 7.636E+02, 7.868E+02, 9.080E+02, 8.905E+02, 8.272E+02, 6.481E+02, 6.519E+02, 6.880E+02, 6.929E+02, 7.498E+02, 6.908E+02, 6.258E+02, 9.109E+02, 9.138E+02, 6.910E+02, 6.889E+02, 1.032E+03, 1.031E+03, 8.451E+02, 7.553E+02, 5.763E+02, 3.547E+02, 2.600E+02, 2.692E+02, 2.442E-02, 3.208E-02, 3.229E-02, 2.064E-01
 1.245E+03, 7.759E+02, 6.264E+02, 8.887E+02, 6.776E+02, 7.372E+02, 7.896E+02, 6.374E+02, 8.969E+02, 6.847E+02, 7.565E+02, 1.603E+02, 5.623E+01, 2.933E+01, 1.228E+02, 4.489E+01, 2.612E+01, 7.642E+02, 6.233E+02, 8.823E+02, 6.757E+02, 7.320E+02, 7.805E+02, 7.918E+02, 9.074E+02, 8.967E+02, 8.362E+02, 6.489E+02, 6.526E+02, 6.922E+02, 6.946E+02, 7.537E+02, 6.897E+02, 6.260E+02, 9.219E+02, 9.071E+02, 6.937E+02, 6.952E+02, 1.020E+03, 1.046E+03, 8.357E+02, 6.718E+02, 5.444E+02, 3.759E+02, 2.647E+02, 2.739E+02, 8.215E-03, 4.005E-02, 1.129E-01, 2.068E-01
 1.260E+03, 7.775E+02, 6.291E+02, 8.873E+02, 6.761E+02, 7.376E+02, 7.823E+02, 6.356E+02, 8.931E+02, 6.756E+02, 7.422E+02, 1.629E+02, 5.732E+01, 2.971E+01, 1.251E+02, 4.573E+01, 2.640E+01, 7.697E+02, 6.269E+02, 8.718E+02, 6.747E+02, 7.289E+02, 7.779E+02, 7.789E+02, 8.725E+02, 8.944E+02, 8.239E+02, 6.520E+02, 6.556E+02, 6.891E+02, 6.931E+02, 7.700E+02, 6.928E+02, 6.292E+02, 8.839E+02, 9.052E+02, 6.829E+02, 6.875E+02, 9.843E+02, 1.002E+03, 8.711E+02, 6.822E+02, 5.723E+02, 3.525E+02, 2.605E+02, 2.706E+02, 1.892E-03, 2.971E-02, 8.042E-02, 2.062E-01
 1.275E+03, 7.754E+02, 6.256E+02, 8.782E+02, 6.706E+02, 7.266E+02, 7.842E+02, 6.310E+02, 8.864E+02, 6.749E+02, 7.332E+02, 1.655E+02, 5.843E+01, 3.010E+01, 1.273E+02, 4.658E+01, 2.668E+01, 7.626E+02, 6.249E+02, 8.682E+02, 6.699E+02, 7.243E+02, 7.665E+02, 7.868E+02, 8.980E+02, 8.913E+02, 8.188E+02, 6.486E+02, 6.512E+02, 6.851E+02, 6.869E+02, 7.665E+02, 6.826E+02, 6.261E+02, 9.079E+02, 9.020E+02, 6.856E+02, 6.857E+02, 1.011E+03, 1.023E+03, 8.733E+02, 7.011E+02, 5.698E+02, 3.482E+02, 2.567E+02, 2.666E+02, 7.071E-03, 2.181E-02, 6.149E-02, 2.064E-01
 1.290E+03, 7.719E+02, 6.246E+02, 8.848E+02, 6.718E+02, 7.256E+02, 7.844E+02, 6.338E+02, 9.058E+02, 6.782E+02, 7.462E+02, 1.681E+02, 5.954E+01, 3.050E+01, 1.295E+02, 4.744E+01, 2.696E+01, 7.640E+02, 6.241E+02, 8.769E+02, 6.705E+02, 7.263E+02, 7.787E+02, 7.813E+02, 8.849E+02, 9.047E+02, 8.253E+02, 6.491E+02, 6.492E+02, 6.861E+02, 6.884E+02, 7.614E+02, 6.803E+02, 6.239E+02, 8.908E+02, 9.081E+02, 6.847E+02, 6.909E+02, 9.885E+02, 9.831E+02, 8.399E+02, 7.144E+02, 5.548E+02, 3.646E+02, 2.571E+02, 2.675E+02, 1.564E-02, 4.100E-02, 6.422E-02, 2.066E-01
 1.305E+03, 7.735E+02, 6.264E+02, 9.068E+02, 6.761E+02, 7.327E+02, 7.777E+02, 6.373E+02, 9.211E+02, 6.868E+02, 7.537E+02, 1.707E+02, 6.066E+01, 3.090E+01, 1.318E+02, 4.831E+01, 2.726E+01, 7.665E+02, 6.247E+02, 8.712E+02, 6.743E+02, 7.362E+02, 7.680E+02, 7.860E+02, 8.885E+02, 9.252E+02, 8.087E+02, 6.494E+02, 6.523E+02, 6.887E+02, 6.942E+02, 7.603E+02, 6.842E+02, 6.273E+02, 8.944E+02, 9.308E+02, 6.940E+02, 6.993E+02, 1.019E+03, 9.830E+02, 8.498E+02, 7.280E+02, 5.732E+02, 3.706E+02, 2.607E+02, 2.686E+02, 1.562E-02, 1.602E-02, 3.545E-02, 2.061E-01
 1.320E+03, 7.704E+02, 6.295E+02, 8.973E+02, 6.798E+02, 7.340E+02, 7.835E+02, 6.426E+02, 8.980E+02, 6.891E+02, 7.504E+02, 1.732E+02, 6.180E+01, 3.132E+01, 1.340E+02, 4.919E+01, 2.756E+01, 7.683E+02, 6.262E+02, 8.966E+02, 6.806E+02, 7.433E+02, 7.881E+02, 7.848E+02, 9.255E+02, 8.924E+02, 8.320E+02, 6.525E+02, 6.530E+02, 6.975E+02, 6.971E+02, 7.575E+02, 6.889E+02, 6.297E+02, 9.281E+02, 9.013E+02, 7.040E+02, 6.973E+02, 1.010E+03, 1.014E+03, 8.689E+02, 7.620E+02, 6.088E+02, 3.705E+02, 2.682E+02, 2.745E+02, 1.829E-02, 5.343E-02, 5.431E-02, 2.071E-01
 1.335E+03, 7.770E+02, 6.351E+02, 8.924E+02, 6.840E+02, 7.421E+02, 7.975E+02, 6.505E+02, 9.082E+02, 6.934E+02, 7.692E+02, 1.758E+02, 6.294E+01, 3.174E+01, 1.362E+02, 5.009E+01, 2.786E+01, 7.781E+02, 6.313E+02, 9.059E+02, 6.862E+02, 7.494E+02, 8.098E+02, 7.864E+02, 9.107E+02, 9.176E+02, 8.363E+02, 6.592E+02, 6.580E+02, 7.035E+02, 7.006E+02, 7.740E+02, 6.962E+02, 6.348E+02, 9.161E+02, 9.128E+02, 7.058E+02, 7.044E+02, 1.001E+03, 1.034E+03, 8.385E+02, 7.182E+02, 6.254E+02, 3.487E+02, 2.681E+02, 2.784E+02, 5.987E-03, 4.731E-02, 6.347E-02, 2.066E-01
 1.350E+03, 7.884E+02, 6.398E+02, 9.170E+02, 6.905E+02, 7.511E+02, 7.989E+02, 6.527E+02, 9.326E+02, 7.047E+02, 7.710E+02, 1.784E+02, 6.409E+01, 3.217E+01, 1.384E+02, 5.099E+01, 2.818E+01, 7.837E+02, 6.376E+02, 8.911E+02, 6.928E+02, 7.465E+02, 7.870E+02, 8.072E+02, 9.015E+02, 9.470E+02, 8.514E+02, 6.631E+02, 6.644E+02, 7.062E+02, 7.092E+02, 7.792E+02, 6.957E+02, 6.411E+02, 9.055E+02, 9.414E+02, 7.112E+02, 7.161E+02, 1.016E+03, 1.038E+03, 8.783E+02, 7.429E+02, 6.696E+02, 3.735E+02, 2.757E+02, 2.821E+02, 1.535E-02, 4.844E-02, 6.292E-02, 2.060E-01
 1.365E+03, 7.830E+02, 6.441E+02, 9.135E+02, 6.990E+02, 7.565E+02, 7.950E+02, 6.599E+02, 9.153E+02, 7.129E+02, 7.798E+02, 1.809E+02, 6.525E+01, 3.260E+01, 1.407E+02, 5.190E+01, 2.850E+01, 7.820E+02, 6.433E+02, 9.098E+02, 7.021E+02, 7.538E+02, 8.033E+02, 8.106E+02, 9.326E+02, 9.140E+02, 8.537E+02, 6.686E+02, 6.687E+02, 7.167E+02, 7.162E+02, 7.807E+02, 7.068E+02, 6.449E+02, 9.540E+02, 9.244E+02, 7.277E+02, 7.206E+02, 1.014E+03, 1.064E+03, 9.126E+02, 7.022E+02, 6.182E+02, 3.914E+02, 2.862E+02, 2.880E+02, 1.008E-02, 4.530E-02, 1.011E-01, 2.062E-01
 1.380E+03, 7.831E+02, 6.491E+02, 9.121E+02, 7.044E+02, 7.671E+02, 7.941E+02, 6.610E+02, 9.281E+02, 7.107E+02, 7.941E+02, 1.834E+02, 6.643E+01, 3.305E+01, 1.429E+02, 5.283E+01, 2.882E+01, 7.842E+02, 6.487E+02, 9.057E+02, 7.060E+02, 7.589E+02, 7.983E+02, 7.909E+02, 9.133E+02, 9.232E+02, 8.398E+02, 6.740E+02, 6.720E+02, 7.210E+02, 7.204E+02, 7.858E+02, 7.177E+02, 6.501E+02, 9.205E+02, 9.356E+02, 7.193E+02, 7.219E+02, 9.977E+02, 1.029E+03, 8.976E+02, 7.289E+02, 6.092E+02, 3.843E+02, 2.852E+02, 2.936E+02, 1.411E-02, 1.387E-02, 5.135E-02, 2.051E-01
 1.395E+03, 7.937E+02, 6.489E+02, 9.179E+02, 7.016E+02, 7.608E+02, 8.168E+02, 6.589E+02, 9.224E+02, 7.049E+02, 7.614E+02, 1.859E+02, 6.761E+01, 3.350E+01, 1.451E+02, 5.376E+01, 2.916E+01, 7.801E+02, 6.506E+02, 8.971E+02, 7.030E+02, 7.482E+02, 8.039E+02, 8.073E+02, 9.077E+02, 9.295E+02, 8.418E+02, 6.744E+02, 6.734E+02, 7.159E+02, 7.180E+02, 7.876E+02, 7.149E+02, 6.495E+02, 9.146E+02, 9.278E+02, 7.173E+02, 7.153E+02, 1.031E+03, 1.041E+03, 9.011E+02, 7.519E+02, 6.101E+02, 3.988E+02, 2.824E+02, 2.903E+02, 7.581E-03, 3.033E-02, 7.542E-02, 2.060E-01
 1.410E+03, 7.954E+02, 6.511E+02, 9.049E+02, 7.011E+02, 7.539E+02, 8.006E+02, 6.645E+02, 9.125E+02, 7.096E+02, 7.717E+02, 1.884E+02, 6.880E+01, 3.396E+01, 1.473E+02, 5.471E+01, 2.950E+01, 7.958E+02, 6.534E+02, 9.119E+02, 7.022E+02, 7.569E+02, 8.244E+02, 8.102E+02, 9.206E+02, 9.118E+02, 8.458E+02, 6.771E+02, 6.756E+02, 7.175E+02, 7.148E+02, 7.918E+02, 7.230E+02, 6.497E+02, 9.325E+02, 9.297E+02, 7.226E+02, 7.178E+02, 1.036E+03, 1.058E+03, 8.622E+02, 7.279E+02, 5.867E+02, 3.821E+02, 2.829E+02, 2.914E+02, 8.144E-03, 3.398E-02, 5.667E-02, 2.065E-01
 1.425E+03, 7.911E+02, 6.561E+02, 9.202E+02, 7.067E+02, 7.605E+02, 8.032E+02, 6.699E+02, 9.464E+02, 7.179E+02, 7.868E+02, 1.909E+02, 6.999E+01, 3.443E+01, 1.495E+02, 5.566E+01, 2.985E+01, 8.025E+02, 6.540E+02, 9.037E+02, 7.068E+02, 7.619E+02, 8.028E+02, 8.053E+02, 9.114E+02, 9.487E+02, 8.499E+02, 6.803E+02, 6.789E+02, 7.215E+02, 7.221E+02, 7.955E+02, 7.235E+02, 6.553E+02, 9.225E+02, 9.628E+02, 7.244E+02, 7.306E+02, 1.038E+03, 1.076E+03, 9.263E+02, 7.987E+02, 6.149E+02, 3.763E+02, 2.893E+02, 2.959E+02, 6.332E-03, 1.237E-02, 3.254E-02, 2.045E-01
 1.440E+03, 7.946E+02, 6.599E+02, 9.474E+02, 7.107E+02, 7.686E+02, 8.050E+02, 6.711E+02, 9.591E+02, 7.175E+02, 7.871E+02, 1.934E+02, 7.119E+01, 3.490E+01, 1.517E+02, 5.662E+01, 3.020E+01, 8.008E+02, 6.561E+02, 8.902E+02, 7.094E+02, 7.619E+02, 8.088E+02, 8.171E+02, 8.987E+02, 9.520E+02, 8.522E+02, 6.816E+02, 6.826E+02, 7.216E+02, 7.284E+02, 7.918E+02, 7.245E+02, 6.605E+02, 9.041E+02, 9.650E+02, 7.239E+02, 7.302E+02, 1.013E+03, 1.005E+03, 8.782E+02, 7.521E+02, 6.314E+02, 3.763E+02, 2.877E+02, 2.953E+02, 1.015E-02, 3.758E-02, 5.691E-02, 2.065E-01
 1.455E+03, 7.860E+02, 6.592E+02, 9.339E+02, 7.117E+02, 7.646E+02, 7.896E+02, 6.688E+02, 9.414E+02, 7.221E+02, 7.836E+02, 1.959E+02, 7.241E+01, 3.539E+01, 1.539E+02, 5.759E+01, 3.056E+01, 7.980E+02, 6.574E+02, 9.112E+02, 7.126E+02, 7.653E+02, 7.992E+02, 8.018E+02, 9.343E+02, 9.294E+02, 8.452E+02, 6.815E+02, 6.808E+02, 7.260E+02, 7.289E+02, 7.873E+02, 7.194E+02, 6.598E+02, 9.534E+02, 9.541E+02, 7.365E+02, 7.346E+02, 1.034E+03, 1.041E+03, 8.914E+02, 7.616E+02, 6.225E+02, 3.998E+02, 2.936E+02, 2.999E+02, 1.822E-02, 3.962E-02, 9.576E-02, 2.050E-01
 1.470E+03, 7.906E+02, 6.620E+02, 9.275E+02, 7.170E+02, 7.680E+02, 8.105E+02, 6.771E+02, 9.334E+02, 7.261E+02, 7.947E+02, 1.983E+02, 7.363E+01, 3.588E+01, 1.561E+02, 5.857E+01, 3.093E+01, 7.939E+02, 6.606E+02, 9.187E+02, 7.195E+02, 7.667E+02, 8.072E+02, 8.199E+02, 9.163E+02, 9.285E+02, 8.619E+02, 6.843E+02, 6.835E+02, 7.333E+02, 7.337E+02, 7.915E+02, 7.255E+02, 6.611E+02, 9.459E+02, 9.575E+02, 7.382E+02, 7.394E+02, 1.030E+03, 1.068E+03, 9.547E+02, 7.454E+02, 5.908E+02, 4.072E+02, 3.008E+02, 3.100E+02, 1.550E-03, 2.244E-02, 1.199E-01, 2.066E-01
 1.485E+03, 7.973E+02, 6.654E+02, 9.203E+02, 7.142E+02, 7.760E+02, 8.033E+02, 6.749E+02, 9.268E+02, 7.184E+02, 7.985E+02, 2.008E+02, 7.485E+01, 3.637E+01, 1.583E+02, 5.956E+01, 3.130E+01, 7.960E+02, 6.633E+02, 9.053E+02, 7.167E+02, 7.688E+02, 8.044E+02, 8.056E+02, 9.093E+02, 9.356E+02, 8.573E+02, 6.880E+02, 6.874E+02, 7.284E+02, 7.295E+02, 7.957E+02, 7.347E+02, 6.635E+02, 9.187E+02, 9.439E+02, 7.307E+02, 7.303E+02, 9.833E+02, 1.010E+03, 8.767E+02, 6.989E+02, 5.949E+02, 3.806E+02, 2.894E+02, 3.028E+02, 1.051E-02, 3.504E-02, 1.112E-01, 2.060E-01
 1.500E+03, 7.977E+02, 6.630E+02, 9.312E+02, 7.112E+02, 7.717E+02, 8.153E+02, 6.707E+02, 9.474E+02, 7.153E+02, 7.843E+02, 2.032E+02, 7.608E+01, 3.688E+01, 1.605E+02, 6.055E+01, 3.168E+01, 7.927E+02, 6.600E+02, 9.011E+02, 7.122E+02, 7.604E+02, 8.104E+02, 8.095E+02, 9.081E+02, 9.597E+02, 8.626E+02, 6.850E+02, 6.846E+02, 7.241E+02, 7.275E+02, 7.849E+02, 7.179E+02, 6.626E+02, 9.076E+02, 9.492E+02, 7.228E+02, 7.271E+02, 9.813E+02, 1.021E+03, 8.983E+02, 7.423E+02, 7.028E+02, 4.046E+02, 2.867E+02, 3.008E+02, 4.211E-03, 1.572E-02, 2.838E-02, 2.053E-01
