s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m,C,m,C,m,C,m,C,m,C,m,C,m,C,m,C
 7.050E+02, 6.948E+01, 7.090E+01, 7.420E+01, 8.788E+01, 2.097E+02, 2.836E+02, 2.937E+02, 2.941E+02, 2.918E+02, 3.183E+01, 3.270E+01, 3.449E+01, 7.479E+01, 1.671E+02, 2.543E+02, 2.889E+01, 2.896E+01, 3.183E+01, 3.690E+01, 5.524E+01, 7.468E+01, 9.592E+01, 1.161E+02, 1.246E+02, 8.142E+01, 2.758E+01, 2.799E+01, 3.001E+01, 3.705E+01, 5.276E+01, 7.775E+01, 9.962E+01, 1.233E+02, 1.260E+02, 6.297E+01, 2.516E+01, 2.588E+01, 2.939E+01, 3.612E+01, 6.136E+01, 8.971E+01, 1.023E+02, 1.063E+02, 1.060E+02, 5.328E+01, 2.249E+01, 2.308E+01, 2.468E+01, 2.900E+01, 4.868E+01, 8.238E+01, 1.019E+02, 1.037E+02, 2.571E+01, 2.786E+01, 3.463E+01, 4.080E+01, 5.453E+01, 6.379E+01, 7.802E+01, 8.334E+01, 2.548E+01, 2.733E+01, 4.710E+01, 5.448E+01, 6.185E+01, 6.461E+01, 6.655E+01, 6.803E+01, 6.813E+01, 3.506E+01, 1.068E+00, 2.623E+02, 8.552E-01, 2.294E+02, 1.236E+00, 9.664E+01, 1.182E+00, 9.530E+01, 9.882E-01, 8.968E+01, 1.282E+00, 8.788E+01, 9.956E-01, 7.075E+01, 8.489E-01, 6.324E+01
 7.200E+02, 6.941E+01, 7.101E+01, 7.421E+01, 9.107E+01, 2.112E+02, 2.822E+02, 2.901E+02, 2.907E+02, 2.882E+02, 3.200E+01, 3.267E+01, 3.438E+01, 7.684E+01, 1.659E+02, 2.537E+02, 2.920E+01, 2.922E+01, 3.108E+01, 3.602E+01, 5.536E+01, 7.430E+01, 9.535E+01, 1.157E+02, 1.237E+02, 8.185E+01, 2.769E+01, 2.809E+01, 3.011E+01, 3.740E+01, 5.303E+01, 7.677E+01, 9.958E+01, 1.222E+02, 1.261E+02, 6.335E+01, 2.514E+01, 2.598E+01, 2.938E+01, 3.789E+01, 6.011E+01, 9.105E+01, 1.022E+02, 1.069E+02, 1.071E+02, 5.369E+01, 2.261E+01, 2.342E+01, 2.511E+01, 2.895E+01, 4.527E+01, 8.373E+01, 1.033E+02, 1.039E+02, 2.570E+01, 2.787E+01, 3.519E+01, 4.108E+01, 5.487E+01, 6.372E+01, 7.682E+01, 8.337E+01, 2.536E+01, 2.739E+01, 4.511E+01, 5.292E+01, 6.115E+01, 6.502E+01, 6.708E+01, 6.823E+01, 6.814E+01, 3.520E+01, 1.061E+00, 2.588E+02, 8.411E-01, 2.266E+02, 1.258E+00, 9.710E+01, 1.174E+00, 9.505E+01, 9.866E-01, 9.015E+01, 1.278E+00, 8.813E+01, 1.000E+00, 7.098E+01, 8.409E-01, 6.286E+01
 7.350E+02, 6.915E+01, 7.136E+01, 7.485E+01, 8.988E+01, 2.129E+02, 2.831E+02, 2.917E+02, 2.922E+02, 2.887E+02, 3.209E+01, 3.331E+01, 3.450E+01, 7.561E+01, 1.694E+02, 2.516E+02, 2.919E+01, 2.925E+01, 3.154E+01, 3.578E+01, 5.556E+01, 7.428E+01, 9.685E+01, 1.152E+02, 1.242E+02, 8.246E+01, 2.759E+01, 2.789E+01, 3.054E+01, 3.747E+01, 5.374E+01, 7.777E+01, 1.002E+02, 1.233E+02, 1.261E+02, 6.356E+01, 2.542E+01, 2.611E+01, 3.007E+01, 3.794E+01, 6.366E+01, 9.274E+01, 1.029E+02, 1.062E+02, 1.059E+02, 5.398E+01, 2.278E+01, 2.355E+01, 2.533E+01, 2.927E+01, 4.811E+01, 8.321E+01, 1.023E+02, 1.046E+02, 2.582E+01, 2.808E+01, 3.583E+01, 4.167E+01, 5.493E+01, 6.319E+01, 7.884E+01, 8.446E+01, 2.537E+01, 2.724E+01, 4.746E+01, 5.449E+01, 6.104E+01, 6.516E+01, 6.684E+01, 6.815E+01, 6.821E+01, 3.538E+01, 1.051E+00, 2.593E+02, 8.444E-01, 2.301E+02, 1.246E+00, 9.763E+01, 1.173E+00, 9.569E+01, 9.773E-01, 9.011E+01, 1.268E+00, 8.788E+01, 9.978E-01, 7.213E+01, 8.288E-01, 6.281E+01
 7.500E+02, 6.984E+01, 7.188E+01, 7.555E+01, 8.766E+01, 2.074E+02, 2.845E+02, 2.951E+02, 2.958E+02, 2.933E+02, 3.224E+01, 3.331E+01, 3.454E+01, 7.766E+01, 1.719E+02, 2.552E+02, 2.922E+01, 2.923E+01, 3.198E+01, 3.703E+01, 5.608E+01, 7.532E+01, 9.973E+01, 1.188E+02, 1.268E+02, 8.274E+01, 2.783E+01, 2.832E+01, 3.072E+01, 3.732E+01, 5.355E+01, 7.808E+01, 1.006E+02, 1.237E+02, 1.272E+02, 6.400E+01, 2.534E+01, 2.652E+01, 2.941E+01, 3.613E+01, 6.689E+01, 9.213E+01, 1.037E+02, 1.077E+02, 1.078E+02, 5.438E+01, 2.272E+01, 2.331E+01, 2.481E+01, 2.933E+01, 4.472E+01, 8.445E+01, 1.028E+02, 1.047E+02, 2.586E+01, 2.824E+01, 3.642E+01, 4.240E+01, 5.585E+01, 6.417E+01, 7.805E+01, 8.319E+01, 2.550E+01, 2.792E+01, 4.831E+01, 5.546E+01, 6.196E+01, 6.555E+01, 6.759E+01, 6.872E+01, 6.840E+01, 3.556E+01, 1.077E+00, 2.636E+02, 8.582E-01, 2.289E+02, 1.238E+00, 9.851E+01, 1.169E+00, 9.552E+01, 9.746E-01, 9.171E+01, 1.304E+00, 8.916E+01, 9.755E-01, 7.121E+01, 8.353E-01, 6.359E+01
 7.650E+02, 6.971E+01, 7.186E+01, 7.735E+01, 8.895E+01, 2.140E+02, 2.819E+02, 2.920E+02, 2.933E+02, 2.888E+02, 3.258E+01, 3.315E+01, 3.450E+01, 8.127E+01, 1.686E+02, 2.531E+02, 2.918E+01, 2.958E+01, 3.239E+01, 3.773E+01, 5.696E+01, 7.516E+01, 9.840E+01, 1.178E+02, 1.258E+02, 8.321E+01, 2.790E+01, 2.839E+01, 3.079E+01, 3.769E+01, 5.405E+01, 7.801E+01, 1.004E+02, 1.239E+02, 1.269E+02, 6.432E+01, 2.543E+01, 2.691E+01, 3.026E+01, 3.667E+01, 6.236E+01, 9.371E+01, 1.035E+02, 1.081E+02, 1.081E+02, 5.468E+01, 2.257E+01, 2.295E+01, 2.440E+01, 2.848E+01, 4.713E+01, 8.502E+01, 1.033E+02, 1.049E+02, 2.598E+01, 2.832E+01, 3.596E+01, 4.147E+01, 5.615E+01, 6.384E+01, 7.789E+01, 8.491E+01, 2.557E+01, 2.773E+01, 4.771E+01, 5.582E+01, 6.216E+01, 6.584E+01, 6.804E+01, 6.927E+01, 6.901E+01, 3.583E+01, 1.051E+00, 2.593E+02, 8.470E-01, 2.305E+02, 1.212E+00, 9.727E+01, 1.167E+00, 9.575E+01, 9.816E-01, 9.056E+01, 1.282E+00, 8.867E+01, 1.000E+00, 7.207E+01, 8.445E-01, 6.415E+01
 7.800E+02, 7.011E+01, 7.313E+01, 7.696E+01, 9.136E+01, 2.158E+02, 2.857E+02, 2.920E+02, 2.926E+02, 2.897E+02, 3.251E+01, 3.353E+01, 3.534E+01, 7.808E+01, 1.744E+02, 2.535E+02, 2.944E+01, 2.963E+01, 3.229E+01, 3.706E+01, 5.661E+01, 7.625E+01, 9.716E+01, 1.196E+02, 1.270E+02, 8.373E+01, 2.784E+01, 2.834E+01, 3.065E+01, 3.776E+01, 5.449E+01, 7.889E+01, 1.007E+02, 1.242E+02, 1.273E+02, 6.463E+01, 2.519E+01, 2.609E+01, 2.853E+01, 3.721E+01, 6.622E+01, 9.330E+01, 1.045E+02, 1.083E+02, 1.084E+02, 5.501E+01, 2.250E+01, 2.308E+01, 2.490E+01, 2.864E+01, 4.924E+01, 8.597E+01, 1.043E+02, 1.052E+02, 2.594E+01, 2.843E+01, 3.585E+01, 4.198E+01, 5.566E+01, 6.441E+01, 7.808E+01, 8.340E+01, 2.573E+01, 2.762E+01, 4.588E+01, 5.410E+01, 6.197E+01, 6.605E+01, 6.829E+01, 6.959E+01, 6.953E+01, 3.602E+01, 1.041E+00, 2.598E+02, 8.497E-01, 2.299E+02, 1.240E+00, 9.825E+01, 1.175E+00, 9.672E+01, 9.761E-01, 9.200E+01, 1.276E+00, 8.885E+01, 9.807E-01, 7.142E+01, 8.563E-01, 6.424E+01
 7.950E+02, 7.011E+01, 7.238E+01, 7.770E+01, 9.188E+01, 2.140E+02, 2.840E+02, 2.945E+02, 2.957E+02, 2.927E+02, 3.229E+01, 3.353E+01, 3.497E+01, 8.008E+01, 1.714E+02, 2.549E+02, 2.944E+01, 2.949E+01, 3.238E+01, 3.684E+01, 5.628E+01, 7.702E+01, 9.972E+01, 1.173E+02, 1.244E+02, 8.387E+01, 2.784E+01, 2.834E+01, 3.042E+01, 3.764E+01, 5.401E+01, 7.868E+01, 1.007E+02, 1.244E+02, 1.282E+02, 6.505E+01, 2.554E+01, 2.590E+01, 2.978E+01, 3.793E+01, 6.594E+01, 9.203E+01, 1.047E+02, 1.086E+02, 1.086E+02, 5.534E+01, 2.251E+01, 2.301E+01, 2.473E+01, 2.923E+01, 4.552E+01, 8.411E+01, 1.038E+02, 1.062E+02, 2.604E+01, 2.842E+01, 3.539E+01, 4.172E+01, 5.581E+01, 6.488E+01, 7.750E+01, 8.270E+01, 2.585E+01, 2.747E+01, 4.702E+01, 5.604E+01, 6.291E+01, 6.639E+01, 6.841E+01, 6.943E+01, 6.921E+01, 3.616E+01, 1.051E+00, 2.609E+02, 8.562E-01, 2.312E+02, 1.237E+00, 9.789E+01, 1.166E+00, 9.592E+01, 9.857E-01, 9.286E+01, 1.306E+00, 9.076E+01, 1.004E+00, 7.145E+01, 8.678E-01, 6.499E+01
 8.100E+02, 7.064E+01, 7.295E+01, 7.785E+01, 9.038E+01, 2.098E+02, 2.854E+02, 2.946E+02, 2.946E+02, 2.918E+02, 3.254E+01, 3.362E+01, 3.587E+01, 7.966E+01, 1.705E+02, 2.537E+02, 2.956E+01, 2.954E+01, 3.214E+01, 3.669E+01, 5.677E+01, 7.701E+01, 9.838E+01, 1.170E+02, 1.244E+02, 8.416E+01, 2.777E+01, 2.836E+01, 3.070E+01, 3.807E+01, 5.408E+01, 7.890E+01, 1.009E+02, 1.241E+02, 1.282E+02, 6.547E+01, 2.551E+01, 2.660E+01, 2.885E+01, 3.719E+01, 6.622E+01, 9.371E+01, 1.051E+02, 1.087E+02, 1.089E+02, 5.562E+01, 2.257E+01, 2.326E+01, 2.498E+01, 2.880E+01, 4.460E+01, 8.514E+01, 1.041E+02, 1.059E+02, 2.629E+01, 2.837E+01, 3.631E+01, 4.197E+01, 5.608E+01, 6.482E+01, 7.781E+01, 8.425E+01, 2.578E+01, 2.741E+01, 4.719E+01, 5.604E+01, 6.263E+01, 6.665E+01, 6.859E+01, 6.957E+01, 6.927E+01, 3.629E+01, 1.054E+00, 2.617E+02, 8.331E-01, 2.274E+02, 1.235E+00, 9.806E+01, 1.171E+00, 9.627E+01, 9.776E-01, 9.220E+01, 1.286E+00, 8.969E+01, 1.005E+00, 7.293E+01, 8.491E-01, 6.455E+01
 8.250E+02, 7.107E+01, 7.329E+01, 7.684E+01, 9.058E+01, 2.101E+02, 2.865E+02, 2.967E+02, 2.954E+02, 2.930E+02, 3.254E+01, 3.350E+01, 3.491E+01, 8.131E+01, 1.730E+02, 2.559E+02, 2.960E+01, 2.963E+01, 3.221E+01, 3.702E+01, 5.685E+01, 7.604E+01, 9.890E+01, 1.180E+02, 1.261E+02, 8.456E+01, 2.797E+01, 2.840E+01, 3.077E+01, 3.813E+01, 5.448E+01, 7.966E+01, 1.014E+02, 1.237E+02, 1.283E+02, 6.578E+01, 2.523E+01, 2.601E+01, 2.852E+01, 3.773E+01, 6.561E+01, 9.443E+01, 1.042E+02, 1.085E+02, 1.083E+02, 5.578E+01, 2.257E+01, 2.304E+01, 2.487E+01, 2.911E+01, 4.906E+01, 8.752E+01, 1.048E+02, 1.061E+02, 2.621E+01, 2.823E+01, 3.727E+01, 4.257E+01, 5.634E+01, 6.572E+01, 7.903E+01, 8.601E+01, 2.578E+01, 2.756E+01, 4.640E+01, 5.497E+01, 6.340E+01, 6.717E+01, 6.927E+01, 7.013E+01, 6.981E+01, 3.664E+01, 1.069E+00, 2.633E+02, 8.500E-01, 2.277E+02, 1.242E+00, 9.839E+01, 1.171E+00, 9.673E+01, 9.626E-01, 9.183E+01, 1.261E+00, 9.051E+01, 9.813E-01, 7.247E+01, 8.512E-01, 6.573E+01
 8.400E+02, 7.142E+01, 7.399E+01, 7.731E+01, 8.933E+01, 2.126E+02, 2.848E+02, 2.960E+02, 2.952E+02, 2.930E+02, 3.273E+01, 3.347E+01, 3.586E+01, 7.943E+01, 1.706E+02, 2.557E+02, 2.968E+01, 2.961E+01, 3.225E+01, 3.669E+01, 5.684E+01, 7.670E+01, 9.869E+01, 1.183E+02, 1.259E+02, 8.492E+01, 2.782E+01, 2.831E+01, 3.094E+01, 3.794E+01, 5.477E+01, 7.976E+01, 1.014E+02, 1.241E+02, 1.277E+02, 6.597E+01, 2.552E+01, 2.618E+01, 2.903E+01, 3.783E+01, 6.312E+01, 9.300E+01, 1.041E+02, 1.090E+02, 1.093E+02, 5.611E+01, 2.268E+01, 2.327E+01, 2.482E+01, 2.946E+01, 4.896E+01, 8.535E+01, 1.042E+02, 1.050E+02, 2.608E+01, 2.837E+01, 3.608E+01, 4.219E+01, 5.637E+01, 6.632E+01, 7.848E+01, 8.551E+01, 2.586E+01, 2.772E+01, 4.800E+01, 5.594E+01, 6.319E+01, 6.716E+01, 6.908E+01, 7.012E+01, 7.003E+01, 3.684E+01, 1.056E+00, 2.622E+02, 8.357E-01, 2.282E+02, 1.236E+00, 9.874E+01, 1.163E+00, 9.646E+01, 9.939E-01, 9.220E+01, 1.300E+00, 8.967E+01, 9.898E-01, 7.244E+01, 8.432E-01, 6.529E+01
 8.550E+02, 7.136E+01, 7.363E+01, 7.753E+01, 9.071E+01, 2.095E+02, 2.876E+02, 2.968E+02, 2.971E+02, 2.951E+02, 3.265E+01, 3.367E+01, 3.571E+01, 7.503E+01, 1.689E+02, 2.575E+02, 2.955E+01, 2.962E+01, 3.247E+01, 3.728E+01, 5.772E+01, 7.568E+01, 9.671E+01, 1.201E+02, 1.282E+02, 8.524E+01, 2.816E+01, 2.858E+01, 3.115E+01, 3.814E+01, 5.486E+01, 7.969E+01, 1.016E+02, 1.248E+02, 1.291E+02, 6.635E+01, 2.547E+01, 2.598E+01, 2.901E+01, 3.932E+01, 6.241E+01, 9.443E+01, 1.054E+02, 1.094E+02, 1.097E+02, 5.644E+01, 2.255E+01, 2.308E+01, 2.431E+01, 2.898E+01, 4.499E+01, 8.737E+01, 1.045E+02, 1.070E+02, 2.606E+01, 2.826E+01, 3.667E+01, 4.291E+01, 5.659E+01, 6.587E+01, 7.764E+01, 8.419E+01, 2.587E+01, 2.762E+01, 4.755E+01, 5.670E+01, 6.369E+01, 6.736E+01, 6.926E+01, 7.022E+01, 7.035E+01, 3.695E+01, 1.061E+00, 2.638E+02, 8.545E-01, 2.312E+02, 1.241E+00, 9.904E+01, 1.170E+00, 9.712E+01, 9.947E-01, 9.342E+01, 1.298E+00, 9.168E+01, 9.828E-01, 7.243E+01, 8.425E-01, 6.484E+01
 8.700E+02, 7.185E+01, 7.378E+01, 7.780E+01, 9.071E+01, 2.149E+02, 2.875E+02, 2.975E+02, 2.975E+02, 2.937E+02, 3.297E+01, 3.357E+01, 3.519E+01, 7.980E+01, 1.686E+02, 2.545E+02, 2.986E+01, 2.981E+01, 3.224E+01, 3.719E+01, 5.755E+01, 7.713E+01, 9.992E+01, 1.202E+02, 1.276E+02, 8.555E+01, 2.820E+01, 2.875E+01, 3.092E+01, 3.829E+01, 5.513E+01, 7.979E+01, 1.028E+02, 1.252E+02, 1.290E+02, 6.671E+01, 2.544E+01, 2.656E+01, 3.020E+01, 3.869E+01, 7.040E+01, 9.364E+01, 1.052E+02, 1.088E+02, 1.088E+02, 5.667E+01, 2.262E+01, 2.307E+01, 2.476E+01, 2.992E+01, 5.013E+01, 8.602E+01, 1.052E+02, 1.065E+02, 2.603E+01, 2.842E+01, 3.680E+01, 4.310E+01, 5.708E+01, 6.630E+01, 8.015E+01, 8.556E+01, 2.596E+01, 2.760E+01, 4.709E+01, 5.427E+01, 6.252E+01, 6.673E+01, 6.900E+01, 7.016E+01, 7.023E+01, 3.711E+01, 1.070E+00, 2.652E+02, 8.360E-01, 2.318E+02, 1.232E+00, 9.928E+01, 1.170E+00, 9.778E+01, 9.547E-01, 9.284E+01, 1.245E+00, 8.902E+01, 9.874E-01, 7.318E+01, 8.520E-01, 6.505E+01
 8.850E+02, 7.226E+01, 7.459E+01, 7.890E+01, 9.225E+01, 2.147E+02, 2.862E+02, 2.949E+02, 2.949E+02, 2.892E+02, 3.286E+01, 3.389E+01, 3.553E+01, 7.732E+01, 1.679E+02, 2.556E+02, 2.998E+01, 2.994E+01, 3.241E+01, 3.728E+01, 5.769E+01, 7.791E+01, 9.962E+01, 1.194E+02, 1.269E+02, 8.609E+01, 2.827E+01, 2.879E+01, 3.097E+01, 3.871E+01, 5.533E+01, 7.945E+01, 1.022E+02, 1.249E+02, 1.287E+02, 6.694E+01, 2.574E+01, 2.674E+01, 2.953E+01, 3.880E+01, 6.799E+01, 9.438E+01, 1.058E+02, 1.100E+02, 1.102E+02, 5.695E+01, 2.261E+01, 2.314E+01, 2.482E+01, 2.900E+01, 4.697E+01, 9.007E+01, 1.052E+02, 1.076E+02, 2.597E+01, 2.828E+01, 3.656E+01, 4.269E+01, 5.662E+01, 6.687E+01, 8.100E+01, 8.578E+01, 2.607E+01, 2.735E+01, 4.710E+01, 5.527E+01, 6.346E+01, 6.742E+01, 6.938E+01, 7.055E+01, 7.051E+01, 3.737E+01, 1.055E+00, 2.616E+02, 8.347E-01, 2.295E+02, 1.237E+00, 9.942E+01, 1.159E+00, 9.662E+01, 9.871E-01, 9.313E+01, 1.300E+00, 9.251E+01, 9.999E-01, 7.403E+01, 8.554E-01, 6.538E+01
 9.000E+02, 7.211E+01, 7.446E+01, 7.914E+01, 9.448E+01, 2.115E+02, 2.874E+02, 2.973E+02, 2.971E+02, 2.946E+02, 3.296E+01, 3.402E+01, 3.597E+01, 7.755E+01, 1.705E+02, 2.577E+02, 2.973E+01, 3.000E+01, 3.217E+01, 3.728E+01, 5.751E+01, 7.710E+01, 1.017E+02, 1.214E+02, 1.298E+02, 8.675E+01, 2.810E+01, 2.860E+01, 3.096E+01, 3.848E+01, 5.501E+01, 8.018E+01, 1.027E+02, 1.253E+02, 1.275E+02, 6.697E+01, 2.570E+01, 2.594E+01, 2.870E+01, 3.833E+01, 6.479E+01, 9.587E+01, 1.059E+02, 1.098E+02, 1.097E+02, 5.717E+01, 2.262E+01, 2.303E+01, 2.457E+01, 2.881E+01, 4.607E+01, 8.629E+01, 1.052E+02, 1.080E+02, 2.596E+01, 2.849E+01, 3.697E+01, 4.341E+01, 5.662E+01, 6.698E+01, 8.009E+01, 8.490E+01, 2.600E+01, 2.762E+01, 4.730E+01, 5.529E+01, 6.427E+01, 6.757E+01, 6.932E+01, 7.045E+01, 7.035E+01, 3.750E+01, 1.057E+00, 2.635E+02, 8.433E-01, 2.319E+02, 1.235E+00, 1.016E+02, 1.164E+00, 9.751E+01, 9.964E-01, 9.327E+01, 1.296E+00, 9.030E+01, 9.995E-01, 7.361E+01, 8.595E-01, 6.574E+01
 9.150E+02, 6.763E+01, 6.889E+01, 7.275E+01, 8.354E+01, 1.510E+02, 2.350E+02, 2.688E+02, 2.734E+02, 2.708E+02, 3.222E+01, 3.321E+01, 3.629E+01, 7.229E+01, 1.324E+02, 2.293E+02, 2.982E+01, 2.991E+01, 3.256E+01, 3.726E+01, 5.737E+01, 7.625E+01, 9.913E+01, 1.205E+02, 1.286E+02, 9.081E+01, 2.813E+01, 2.859E+01, 3.098E+01, 3.797E+01, 5.460E+01, 7.933E+01, 1.018E+02, 1.243E+02, 1.287E+02, 6.726E+01, 2.541E+01, 2.612E+01, 2.937E+01, 3.786E+01, 6.220E+01, 9.554E+01, 1.061E+02, 1.099E+02, 1.101E+02, 5.744E+01, 2.285E+01, 2.356E+01, 2.524E+01, 2.974E+01, 4.805E+01, 8.506E+01, 1.056E+02, 1.061E+02, 2.607E+01, 2.834E+01, 3.643E+01, 4.226E+01, 5.725E+01, 6.767E+01, 7.874E+01, 8.346E+01, 2.618E+01, 2.793E+01, 4.740E+01, 5.623E+01, 6.414E+01, 6.732E+01, 6.943E+01, 7.039E+01, 6.987E+01, 3.753E+01, 1.284E+00, 2.221E+02, 9.784E-01, 1.893E+02, 1.234E+00, 9.552E+01, 1.189E+00, 9.534E+01, 1.006E+00, 9.382E+01, 1.269E+00, 8.943E+01, 9.900E-01, 7.244E+01, 8.462E-01, 6.534E+01
 9.300E+02, 5.874E+01, 5.944E+01, 6.307E+01, 7.026E+01, 8.633E+01, 1.302E+02, 2.210E+02, 2.311E+02, 2.305E+02, 3.143E+01, 3.226E+01, 3.559E+01, 6.215E+01, 8.243E+01, 1.584E+02, 2.964E+01, 2.950E+01, 3.220E+01, 3.587E+01, 5.580E+01, 7.163E+01, 8.607E+01, 1.001E+02, 1.066E+02, 8.215E+01, 2.815E+01, 2.831E+01, 3.043E+01, 3.666E+01, 5.143E+01, 7.060E+01, 9.288E+01, 1.080E+02, 1.098E+02, 6.511E+01, 2.500E+01, 2.579E+01, 2.768E+01, 3.516E+01, 5.446E+01, 7.672E+01, 9.758E+01, 1.048E+02, 1.051E+02, 5.706E+01, 2.280E+01, 2.347E+01, 2.520E+01, 2.895E+01, 4.102E+01, 7.218E+01, 9.945E+01, 1.015E+02, 2.596E+01, 2.807E+01, 3.486E+01, 3.910E+01, 5.132E+01, 6.476E+01, 7.313E+01, 7.729E+01, 2.617E+01, 2.766E+01, 3.851E+01, 4.871E+01, 6.235E+01, 6.679E+01, 6.898E+01, 7.011E+01, 7.004E+01, 3.775E+01, 1.413E+00, 1.740E+02, 1.056E+00, 1.459E+02, 1.180E+00, 8.062E+01, 1.171E+00, 8.236E+01, 1.056E+00, 7.960E+01, 1.357E+00, 8.287E+01, 1.034E+00, 6.693E+01, 9.842E-01, 6.404E+01
 9.450E+02, 5.518E+01, 5.601E+01, 5.984E+01, 6.520E+01, 7.664E+01, 1.057E+02, 1.830E+02, 2.065E+02, 2.069E+02, 3.097E+01, 3.170E+01, 3.509E+01, 5.771E+01, 7.250E+01, 1.243E+02, 2.929E+01, 2.924E+01, 3.092E+01, 3.338E+01, 5.102E+01, 6.418E+01, 7.866E+01, 9.120E+01, 9.391E+01, 7.774E+01, 2.775E+01, 2.783E+01, 3.016E+01, 3.498E+01, 4.926E+01, 6.647E+01, 8.401E+01, 9.152E+01, 9.229E+01, 6.246E+01, 2.524E+01, 2.602E+01, 2.930E+01, 3.542E+01, 5.041E+01, 6.565E+01, 8.588E+01, 9.172E+01, 9.197E+01, 5.555E+01, 2.265E+01, 2.325E+01, 2.475E+01, 2.776E+01, 3.928E+01, 6.295E+01, 8.550E+01, 9.094E+01, 2.596E+01, 2.805E+01, 3.406E+01, 3.789E+01, 4.810E+01, 6.132E+01, 6.733E+01, 7.061E+01, 2.570E+01, 2.711E+01, 3.139E+01, 3.991E+01, 5.748E+01, 6.401E+01, 6.575E+01, 6.673E+01, 6.668E+01, 3.766E+01, 1.429E+00, 1.504E+02, 1.059E+00, 1.272E+02, 1.262E+00, 7.574E+01, 1.143E+00, 7.315E+01, 9.641E-01, 6.925E+01, 1.349E+00, 7.429E+01, 1.006E+00, 6.254E+01, 9.912E-01, 6.040E+01
 9.600E+02, 5.293E+01, 5.403E+01, 5.720E+01, 6.170E+01, 7.082E+01, 9.440E+01, 1.582E+02, 1.887E+02, 1.909E+02, 3.034E+01, 3.090E+01, 3.305E+01, 5.682E+01, 6.952E+01, 1.096E+02, 2.930E+01, 2.892E+01, 3.024E+01, 3.151E+01, 4.606E+01, 5.984E+01, 7.505E+01, 8.489E+01, 8.572E+01, 7.451E+01, 2.762E+01, 2.785E+01, 2.994E+01, 3.342E+01, 4.537E+01, 6.280E+01, 7.522E+01, 8.187E+01, 8.252E+01, 6.025E+01, 2.503E+01, 2.583E+01, 3.015E+01, 3.485E+01, 4.709E+01, 6.258E+01, 7.671E+01, 8.092E+01, 8.127E+01, 5.402E+01, 2.255E+01, 2.323E+01, 2.459E+01, 2.745E+01, 3.857E+01, 6.062E+01, 7.514E+01, 7.995E+01, 2.597E+01, 2.786E+01, 3.355E+01, 3.772E+01, 4.857E+01, 5.813E+01, 6.263E+01, 6.489E+01, 2.566E+01, 2.693E+01, 3.327E+01, 4.223E+01, 5.536E+01, 6.037E+01, 6.210E+01, 6.287E+01, 6.267E+01, 3.740E+01, 1.441E+00, 1.367E+02, 1.056E+00, 1.157E+02, 1.312E+00, 7.140E+01, 1.145E+00, 6.722E+01, 9.768E-01, 6.420E+01, 1.310E+00, 6.583E+01, 9.804E-01, 5.769E+01, 9.471E-01, 5.624E+01
 9.750E+02, 5.116E+01, 5.231E+01, 5.458E+01, 5.901E+01, 6.791E+01, 8.773E+01, 1.424E+02, 1.749E+02, 1.788E+02, 3.012E+01, 3.055E+01, 3.193E+01, 5.452E+01, 6.598E+01, 1.004E+02, 2.926E+01, 2.891E+01, 3.004E+01, 3.110E+01, 4.504E+01, 5.398E+01, 6.803E+01, 7.875E+01, 7.970E+01, 7.194E+01, 2.762E+01, 2.791E+01, 2.964E+01, 3.269E+01, 4.338E+01, 6.022E+01, 7.058E+01, 7.605E+01, 7.642E+01, 5.845E+01, 2.526E+01, 2.595E+01, 3.013E+01, 3.367E+01, 4.560E+01, 5.947E+01, 7.181E+01, 7.452E+01, 7.454E+01, 5.262E+01, 2.271E+01, 2.346E+01, 2.456E+01, 2.730E+01, 3.656E+01, 5.813E+01, 7.001E+01, 7.371E+01, 2.558E+01, 2.749E+01, 3.245E+01, 3.546E+01, 4.518E+01, 5.503E+01, 5.982E+01, 6.245E+01, 2.563E+01, 2.688E+01, 3.137E+01, 3.891E+01, 5.148E+01, 5.675E+01, 5.816E+01, 5.892E+01, 5.887E+01, 3.705E+01, 1.465E+00, 1.286E+02, 1.078E+00, 1.091E+02, 1.305E+00, 6.630E+01, 1.143E+00, 6.371E+01, 9.712E-01, 6.070E+01, 1.336E+00, 6.256E+01, 9.983E-01, 5.516E+01, 9.472E-01, 5.253E+01
